Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
1490,104,540,0.19,Druim na h-Achlaise,S,Loch Quoich,"https://www.google.com/maps/search/?api=1&query=57.084132470754305,-5.079986057769189",https://www.openstreetmap.org/search?query=57.084132470754305%2C-5.079986057769189,"57.084132470754305,-5.079986057769189",34,"399,414S",NH 13450 03450,10A,163.2020101,146.2020101,,P100,H500,unclassified,,NA,
1490,104,545,0.19,Larig Hill,S,Inverness to Strathspey,"https://www.google.com/maps/search/?api=1&query=57.44334252068549,-3.5235807671021195",https://www.openstreetmap.org/search?query=57.44334252068549%2C-3.5235807671021195,"57.44334252068549,-3.5235807671021195",27,419N,NJ 08650 40250,09A,201.2520101,142.2520101,,P100,H500,unclassified,,NA,
1490,104,578,0.18,Beinn Ghuilbin,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.237088277591724,-3.831537462525612",https://www.openstreetmap.org/search?query=57.237088277591724%2C-3.831537462525612,"57.237088277591724,-3.831537462525612","35,36",403N,NH 89550 17750,09B,201.3020101,142.3020101,,P100,H500,unclassified,,NA,
1490,104,616,0.17,Garreg Lwyd,W,Beacons - Black Mountain,"https://www.google.com/maps/search/?api=1&query=51.84571666156102,-3.8299447249052125",https://www.openstreetmap.org/search?query=51.84571666156102%2C-3.8299447249052125,"51.84571666156102,-3.8299447249052125",160,12W,SN 74040 17930,32A,388.4030101,246.4030101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Garreg_Lwyd_(Black_Mountain),
1490,104,664,0.16,Liath Bheinn,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.19352984243997,-3.372609361053739",https://www.openstreetmap.org/search?query=57.19352984243997%2C-3.372609361053739,"57.19352984243997,-3.372609361053739",36,404N,NJ 17150 12250,08B,211.3240101,141.3240101,,P100,H500,Graham Top,,NA,
1490,104,687,0.15,Sgurr na Bana Mhoraire,S,Coulin,"https://www.google.com/maps/search/?api=1&query=57.513793069173545,-5.55711802989243",https://www.openstreetmap.org/search?query=57.513793069173545%2C-5.55711802989243,"57.513793069173545,-5.55711802989243",24,428N,NG 87050 52650,13B,140.1020101,173.1020101,,P100,H500,Graham Top,,NA,
1490,104,689,0.15,Cnicht,W,Moelwyns,"https://www.google.com/maps/search/?api=1&query=52.99999104391892,-4.019820811681063",https://www.openstreetmap.org/search?query=52.99999104391892%2C-4.019820811681063,"52.99999104391892,-4.019820811681063",115,17W,SH 64550 46650,30B,352.1020101,241.1020101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Cnicht,
1490,104,696,0.15,Chapelgill Hill,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.557867477916325,-3.481488767709395",https://www.openstreetmap.org/search?query=55.557867477916325%2C-3.481488767709395,"55.557867477916325,-3.481488767709395",72,336,NT 06650 30350,28B,304.3720101,235.3720101,,P100,H500,Graham Top,,NA,
1490,104,777,0.13,Meall an Lundain,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.035180684913975,-3.546382143650734",https://www.openstreetmap.org/search?query=57.035180684913975%2C-3.546382143650734,"57.035180684913975,-3.546382143650734","36,43","403S,404S",NO 06250 94850,08B,211.1020101,141.1020101,,P100,H750,Corbett Top,,NA,
1490,104,826,0.13,Meall Coire nan Saobhaidh,S,Clunes Hills,"https://www.google.com/maps/search/?api=1&query=57.011015691831815,-5.00778597738482",https://www.openstreetmap.org/search?query=57.011015691831815%2C-5.00778597738482,"57.011015691831815,-5.00778597738482",34,"399,400",NN 17465 95120,10C,199.2040101,152.2040101,,P100,H750,Corbett Top,,NA,
1490,104,883,0.12,Sgiath Chuil East Top,S,Glen Lochay Hills,"https://www.google.com/maps/search/?api=1&query=56.46664667976837,-4.47609379934299",https://www.openstreetmap.org/search?query=56.46664667976837%2C-4.47609379934299,"56.46664667976837,-4.47609379934299",51,378W,NN 47550 33250,02B,258.2020101,119.2020101,,P100,H750,Corbett Top,,NA,
1490,104,968,0.11,Meall Garbh,S,Loch Rannoch to Glen Lyon,"https://www.google.com/maps/search/?api=1&query=56.63797763779645,-4.206808305517594",https://www.openstreetmap.org/search?query=56.63797763779645%2C-4.206808305517594,"56.63797763779645,-4.206808305517594","42,51","378E,386W",NN 64750 51750,02A,248.1540101,115.1540101,,P100,H750,Munro,,http://en.wikipedia.org/wiki/Meall_Garbh_%28Carn_Mairg_Group%29,
1490,104,1019,0.1,Mullach Clach a'Bhlair,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.011783093637845,-3.8412786212055643",https://www.openstreetmap.org/search?query=57.011783093637845%2C-3.8412786212055643,"57.011783093637845,-3.8412786212055643","35,43",403S,NN 88285 92690,08A,211.5430101,141.5430101,,P100,H1000,Munro,,NA,
1506,103,529,0.19,Mullach a'Ghlinne,S,Glen Roy - north side,"https://www.google.com/maps/search/?api=1&query=57.07206395456755,-4.7077013540071455",https://www.openstreetmap.org/search?query=57.07206395456755%2C-4.7077013540071455,"57.07206395456755,-4.7077013540071455",34,400,NH 35950 01150,09B,201.5020101,142.5020101,,P100,H500,unclassified,Twin summit 400m ESE,NA,
1506,103,532,0.19,Skelfhill Pen ,S,Roxburgh,"https://www.google.com/maps/search/?api=1&query=55.31874286074452,-2.8814517740522856",https://www.openstreetmap.org/search?query=55.31874286074452%2C-2.8814517740522856,"55.31874286074452,-2.8814517740522856",79,331,NT 44160 03095,28B,320.2030101,248.2030101,,P100,H500,unclassified,,NA,
1506,103,580,0.18,Moel Wnion,W,Carneddau,"https://www.google.com/maps/search/?api=1&query=53.207299819021834,-4.023271342895389",https://www.openstreetmap.org/search?query=53.207299819021834%2C-4.023271342895389,"53.207299819021834,-4.023271342895389",115,17W,SH 64970 69715,30B,364.1040101,240.1040101,,P100,H500,Dewey,,NA,
1506,103,661,0.16,Craig-las,W,Cadair Idris,"https://www.google.com/maps/search/?api=1&query=52.70341774679063,-3.958729380403192",https://www.openstreetmap.org/search?query=52.70341774679063%2C-3.958729380403192,"52.70341774679063,-3.958729380403192",124,23W,SH 67750 13550,30F,376.1020101,244.1020101,,P100,H500,Hewitt,,NA,
1506,103,689,0.15,Craigie Thieves,S,Glen Prosen,"https://www.google.com/maps/search/?api=1&query=56.81577406953788,-3.240815003820062",https://www.openstreetmap.org/search?query=56.81577406953788%2C-3.240815003820062,"56.81577406953788,-3.240815003820062",44,388S,NO 24350 70050,07A,215.0542101,140.0542101,,P100,H500,Graham Top,,NA,
1506,103,690,0.15,Carn nan Sgliat,S,Braemar & District,"https://www.google.com/maps/search/?api=1&query=56.995886455735814,-3.3719074294088536",https://www.openstreetmap.org/search?query=56.995886455735814%2C-3.3719074294088536,"56.995886455735814,-3.3719074294088536",43,"387N,404S",NO 16750 90250,07A,215.0518101,140.0518101,,P100,H500,Graham Top,,NA,
1506,103,697,0.15,Creag an Sgliata,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.535400289064526,-4.00242497591607",https://www.openstreetmap.org/search?query=56.535400289064526%2C-4.00242497591607,"56.535400289064526,-4.00242497591607","51,52","378E,379W",NN 76950 39950,01A,286.7015101,101.7015101,,P100,H500,Graham Top,,NA,
1506,103,698,0.15,Black Law,S,Manor Hills,"https://www.google.com/maps/search/?api=1&query=55.53904758981942,-3.233568277315548",https://www.openstreetmap.org/search?query=55.53904758981942%2C-3.233568277315548,"55.53904758981942,-3.233568277315548",73,337,NT 22250 27950,28B,304.0520101,235.0520101,,P100,H500,Graham Top,,NA,
1506,103,892,0.12,Doire Tana,S,Glen Affric,"https://www.google.com/maps/search/?api=1&query=57.30904410737173,-4.9592727041202975",https://www.openstreetmap.org/search?query=57.30904410737173%2C-4.9592727041202975,"57.30904410737173,-4.9592727041202975",25,415,NH 21850 28150,11A,151.1080101,159.1080101,,P100,H750,Corbett Top,,NA,
1506,103,959,0.11,Stob Garbh,S,Loch Lomond to Strathyre,"https://www.google.com/maps/search/?api=1&query=56.36491022904518,-4.57312094860606",https://www.openstreetmap.org/search?query=56.36491022904518%2C-4.57312094860606,"56.36491022904518,-4.57312094860606",51,"364N,365N",NN 41150 22150,01C,282.1020101,104.1020101,,P100,H750,MunroTop,,NA,
1506,103,968,0.11,Stob an Fhuarain,S,Glencoe - South Side,"https://www.google.com/maps/search/?api=1&query=56.62476875397812,-5.069018434249041",https://www.openstreetmap.org/search?query=56.62476875397812%2C-5.069018434249041,"56.62476875397812,-5.069018434249041",41,384,NN 11820 52315,03B,232.3020101,122.3020101,,P100,H750,MunroTop,,NA,
1518,102,536,0.19,Byrehope Mount,S,Pentland Hills,"https://www.google.com/maps/search/?api=1&query=55.77775907830364,-3.4207851990592335",https://www.openstreetmap.org/search?query=55.77775907830364%2C-3.4207851990592335,"55.77775907830364,-3.4207851990592335","65,72",344,NT 10980 54740,28A,304.4960101,235.4960101,,P100,H500,unclassified,,NA,
1518,102,537,0.19,Windy Standard,S,Carsphairn Hills,"https://www.google.com/maps/search/?api=1&query=55.3079923600648,-4.326144477827741",https://www.openstreetmap.org/search?query=55.3079923600648%2C-4.326144477827741,"55.3079923600648,-4.326144477827741",77,327,NS 52450 04010,27C,308.2040101,234.2040101,,P100,H500,unclassified,,NA,
1518,102,557,0.18,Mynydd Llangynidr,W,Beacons,"https://www.google.com/maps/search/?api=1&query=51.82806532330431,-3.2732804715979213",https://www.openstreetmap.org/search?query=51.82806532330431%2C-3.2732804715979213,"51.82806532330431,-3.2732804715979213",161,13S,SO 12350 15150,32A,388.1060101,246.1060101,,P100,H500,Dewey,,NA,
1518,102,579,0.18,Carter Fell,E,Kielder,"https://www.google.com/maps/search/?api=1&query=55.340164713718934,-2.5024326758240982",https://www.openstreetmap.org/search?query=55.340164713718934%2C-2.5024326758240982,"55.340164713718934,-2.5024326758240982",80,16W,NT 68230 05240,33A,320.1060101,248.1060101,,P100,H500,Dewey,on English/Scottish border,NA,
1518,102,660,0.15,Meall Tarsuinn,S,Clunes Hills,"https://www.google.com/maps/search/?api=1&query=57.019114888579466,-5.018574904122797",https://www.openstreetmap.org/search?query=57.019114888579466%2C-5.018574904122797,"57.019114888579466,-5.018574904122797",34,399,NN 16850 96050,10C,199.2030101,152.2030101,,P100,H500,Graham Top,,NA,
1518,102,678,0.15,Meall an Aodainn,S,Glencoe - South Side,"https://www.google.com/maps/search/?api=1&query=56.62534729006676,-5.1305428036389396",https://www.openstreetmap.org/search?query=56.62534729006676%2C-5.1305428036389396,"56.62534729006676,-5.1305428036389396",41,384,NN 08050 52550,03B,232.4020101,122.4020101,,P100,H500,Graham Top,,NA,
1518,102,683,0.15,Carn na Bruar,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.31587296619806,-3.1795839550627227",https://www.openstreetmap.org/search?query=57.31587296619806%2C-3.1795839550627227,"57.31587296619806,-3.1795839550627227",37,420W,NJ 29050 25650,21A,211.4220101,141.4220101,,P100,H500,Graham Top,,NA,
1518,102,720,0.14,Pen Allt-mawr,W,Black Mountains,"https://www.google.com/maps/search/?api=1&query=51.91186905041641,-3.154385711573546",https://www.openstreetmap.org/search?query=51.91186905041641%2C-3.154385711573546,"51.91186905041641,-3.154385711573546",161,"13N,13S",SO 20691 24334,32A,384.1030101,247.1030101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Pen_allt-fawr,
1518,102,758,0.13,Meall a'Chall,S,Glen Lochay Hills,"https://www.google.com/maps/search/?api=1&query=56.529091932977,-4.543591759762756",https://www.openstreetmap.org/search?query=56.529091932977%2C-4.543591759762756,"56.529091932977,-4.543591759762756",51,378W,NN 43650 40350,02B,252.1030101,118.1030101,,P100,H750,Graham Top,,NA,
1518,102,827,0.12,Glas Meall a'Chumhainn,S,Drumochter Hills,"https://www.google.com/maps/search/?api=1&query=56.79732160785877,-4.3389938723157035",https://www.openstreetmap.org/search?query=56.79732160785877%2C-4.3389938723157035,"56.79732160785877,-4.3389938723157035",42,"385E,393",NN 57250 69750,05A,207.1030101,137.1030101,,P100,H750,Corbett Top,,NA,
1518,102,867,0.12,A'Chioch,S,Mull,"https://www.google.com/maps/search/?api=1&query=56.427793563768994,-5.998549724787826",https://www.openstreetmap.org/search?query=56.427793563768994%2C-5.998549724787826,"56.427793563768994,-5.998549724787826","47,48",375W,NM 53550 33350,17E,560.1020101,204.1020101,,P100,H750,Corbett Top,,NA,
1530,101,509,0.2,Carn Mor,S,Glen Moriston,"https://www.google.com/maps/search/?api=1&query=57.23730961714816,-4.6286538531222305",https://www.openstreetmap.org/search?query=57.23730961714816%2C-4.6286538531222305,"57.23730961714816,-4.6286538531222305",34,416S,NH 41450 19350,11B,156.6050101,162.6050101,,P100,H500,unclassified,,NA,
1530,101,512,0.2,Meall Mor,S,Glen Tilt & Glen Geldie,"https://www.google.com/maps/search/?api=1&query=56.777161341625046,-3.76160198981253",https://www.openstreetmap.org/search?query=56.777161341625046%2C-3.76160198981253,"56.777161341625046,-3.76160198981253",43,386E,NN 92450 66450,06B,217.3020101,139.3020101,,P100,H500,unclassified,,NA,
1530,101,536,0.19,Cruachan,S,Trossachs,"https://www.google.com/maps/search/?api=1&query=56.23294422859339,-4.661406448139993",https://www.openstreetmap.org/search?query=56.23294422859339%2C-4.661406448139993,"56.23294422859339,-4.661406448139993",56,364S,NN 35130 07675,01C,296.3020101,105.3020101,,P100,H500,unclassified,,NA,
1530,101,546,0.18,Harleburn Head,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.43957704860599,-3.577193562516806",https://www.openstreetmap.org/search?query=55.43957704860599%2C-3.577193562516806,"55.43957704860599,-3.577193562516806",78,330,NT 00315 17320,28B,304.3340101,235.3340101,,P100,H500,unclassified,,NA,
1530,101,553,0.18,Craigmaid,S,Moffat Hills,"https://www.google.com/maps/search/?api=1&query=55.44507414265374,-3.463899484198509",https://www.openstreetmap.org/search?query=55.44507414265374%2C-3.463899484198509,"55.44507414265374,-3.463899484198509",78,330,NT 07495 17775,28B,304.2940101,235.2940101,,P100,H500,unclassified,,NA,
1530,101,689,0.15, Meall Dubh na Caoidhe,S,Strathconon,"https://www.google.com/maps/search/?api=1&query=57.444908222229714,-5.028589965421938",https://www.openstreetmap.org/search?query=57.444908222229714%2C-5.028589965421938,"57.444908222229714,-5.028589965421938",25,430,NH 18350 43450,12A,147.2020101,166.2020101,,P100,H500,Graham Top,,NA,
1530,101,740,0.14,Meall a'Choire Dhuibh,S,Glen Dessary,"https://www.google.com/maps/search/?api=1&query=57.02551168732976,-5.432815437154174",https://www.openstreetmap.org/search?query=57.02551168732976%2C-5.432815437154174,"57.02551168732976,-5.432815437154174","33,40","398E,413S",NM 91750 97950,10B,171.2020101,149.2020101,,P100,H500,Graham Top,,NA,
1530,101,806,0.13,Baosbheinn East Top,S,Torridon,"https://www.google.com/maps/search/?api=1&query=57.626138852365095,-5.558052334369743",https://www.openstreetmap.org/search?query=57.626138852365095%2C-5.558052334369743,"57.626138852365095,-5.558052334369743","19,24",433,NG 87650 65150,13A,137.4020101,168.4020101,,P100,H750,Corbett Top,,NA,
1530,101,853,0.12,Bruthach nan Creagan,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.89940216575915,-4.05306936004668",https://www.openstreetmap.org/search?query=56.89940216575915%2C-4.05306936004668,"56.89940216575915,-4.05306936004668",42,394W,NN 75050 80550,06A,211.7020101,141.7020101,,P100,H750,Corbett Top,,NA,
1530,101,864,0.12,An Grianan,S,Loch Rannoch to Glen Lyon,"https://www.google.com/maps/search/?api=1&query=56.55387124764463,-4.473653733053531",https://www.openstreetmap.org/search?query=56.55387124764463%2C-4.473653733053531,"56.55387124764463,-4.473653733053531",51,378W,NN 48050 42950,02A,248.5520101,115.5520101,,P100,H750,Corbett Top,,NA,
1530,101,926,0.11,Geal Charn,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.05736536070525,-4.373554428729994",https://www.openstreetmap.org/search?query=57.05736536070525%2C-4.373554428729994,"57.05736536070525,-4.373554428729994",35,401,NN 56145 98760,09B,201.0545101,142.0545101,,P100,H750,Munro,,NA,
1530,101,979,0.1,Glas Mheall Mor,S,An Teallach,"https://www.google.com/maps/search/?api=1&query=57.816387053865796,-5.2404168333501575",https://www.openstreetmap.org/search?query=57.816387053865796%2C-5.2404168333501575,"57.816387053865796,-5.2404168333501575",19,435N,NH 07620 85365,14A,124.1040101,175.1040101,,P100,H750,MunroTop,,NA,
1530,101,987,0.1,Conival,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.13559433042478,-4.8834904660973635",https://www.openstreetmap.org/search?query=58.13559433042478%2C-4.8834904660973635,"58.13559433042478,-4.8834904660973635",15,442E,NC 30330 19925,16E,111.1020101,191.1020101,,P100,H750,Munro,,http://en.wikipedia.org/wiki/Conival,
1530,101,987,0.1,Druim Shionnach,S,South Glen Shiel,"https://www.google.com/maps/search/?api=1&query=57.12673048824194,-5.182771794067819",https://www.openstreetmap.org/search?query=57.12673048824194%2C-5.182771794067819,"57.12673048824194,-5.182771794067819",33,414S,NH 07445 08475,10A,162.2080101,145.2080101,,P100,H750,Munro,,NA,
1545,100,502,0.2,Craig Bron-banog,W,Hiraethog,"https://www.google.com/maps/search/?api=1&query=53.05626862261343,-3.4683347801233957",https://www.openstreetmap.org/search?query=53.05626862261343%2C-3.4683347801233957,"53.05626862261343,-3.4683347801233957",116,264S,SJ 01685 52010,30C,352.4040101,241.4040101,,P100,H500,Dewey,,NA,
1545,100,507,0.2,Black Edge,E,Peak District,"https://www.google.com/maps/search/?api=1&query=53.29001902007281,-1.9076285675640652",https://www.openstreetmap.org/search?query=53.29001902007281%2C-1.9076285675640652,"53.29001902007281,-1.9076285675640652",119,24W,SK 06255 77010,36A,324.9620101,253.9620101,,P100,H500,Dewey,,NA,
1545,100,528,0.19,An Stac,S,Skye - Strathaird,"https://www.google.com/maps/search/?api=1&query=57.21579936213687,-6.073584053151029",https://www.openstreetmap.org/search?query=57.21579936213687%2C-6.073584053151029,"57.21579936213687,-6.073584053151029",32,411,NG 54150 21250,17B,535.1020101,199.1020101,,P100,H500,unclassified,demotion candidate,NA,
1545,100,531,0.19,Strandlud Hill,S,Carsphairn Hills,"https://www.google.com/maps/search/?api=1&query=55.32801454480661,-4.235878015341892",https://www.openstreetmap.org/search?query=55.32801454480661%2C-4.235878015341892,"55.32801454480661,-4.235878015341892","71,77","327,328S",NS 58250 06050,27C,308.2020101,234.2020101,,P100,H500,unclassified,,NA,
